row,col,cell_idx,x_center_m,y_center_m,lon,lat,is_riau
11,35,970,-1267500.0,-297500.0,101.61569448524408,-0.6349530297610231,True
11,36,971,-1262500.0,-297500.0,101.66059977384238,-0.6354221441861193,True
11,37,972,-1257500.0,-297500.0,101.70550510055307,-0.6358894044449976,True
11,38,973,-1252500.0,-297500.0,101.75041046522526,-0.6363548105378323,True
11,39,974,-1247500.0,-297500.0,101.7953158677081,-0.6368183624635128,True
11,40,975,-1242500.0,-297500.0,101.84022130785067,-0.6372800602217528,True
11,41,976,-1237500.0,-297500.0,101.88512678550212,-0.6377399038124052,True
11,42,977,-1232500.0,-297500.0,101.93003230051158,-0.6381978932345671,True
11,43,978,-1227500.0,-297500.0,101.97493785272817,-0.6386540284879824,True
11,44,979,-1222500.0,-297500.0,102.01984344200099,-0.6391083095724966,True
11,45,980,-1217500.0,-297500.0,102.06474906817917,-0.6395607364870225,True
11,46,981,-1212500.0,-297500.0,102.10965473111183,-0.6400113092314919,True
11,47,982,-1207500.0,-297500.0,102.15456043064808,-0.640460027805644,True
11,48,983,-1202500.0,-297500.0,102.19946616663704,-0.6409068922084431,True
11,49,984,-1197500.0,-297500.0,102.24437193892783,-0.6413519024402415,True
11,50,985,-1192500.0,-297500.0,102.28927774736955,-0.6417950584997574,True
11,51,986,-1187500.0,-297500.0,102.33418359181134,-0.6422363603870579,True
11,52,987,-1182500.0,-297500.0,102.3790894721023,-0.6426758081018834,True
11,53,988,-1177500.0,-297500.0,102.42399538809153,-0.6431134016433728,True
11,54,989,-1172500.0,-297500.0,102.46890133962816,-0.6435491410110791,True
11,55,990,-1167500.0,-297500.0,102.5138073265613,-0.6439830262046565,True
11,56,991,-1162500.0,-297500.0,102.55871334874006,-0.6444150572238998,True
11,57,992,-1157500.0,-297500.0,102.60361940601355,-0.6448452340681782,True
11,58,993,-1152500.0,-297500.0,102.64852549823085,-0.6452735567371772,True
11,59,994,-1147500.0,-297500.0,102.69343162524113,-0.6457000252299624,True
11,60,995,-1142500.0,-297500.0,102.73833778689345,-0.6461246395470659,True
11,61,996,-1137500.0,-297500.0,102.78324398303693,-0.6465473996869366,True
11,62,997,-1132500.0,-297500.0,102.82815021352067,-0.6469683056499589,True
11,63,998,-1127500.0,-297500.0,102.8730564781938,-0.6473873574351161,True
11,64,999,-1122500.0,-297500.0,102.91796277690541,-0.6478045550430732,True
11,65,1000,-1117500.0,-297500.0,102.9628691095046,-0.6482198984719642,True
11,66,1001,-1112500.0,-297500.0,103.00777547584048,-0.6486333877224812,True
11,67,1002,-1107500.0,-297500.0,103.05268187576213,-0.6490450227934875,True
11,68,1003,-1102500.0,-297500.0,103.09758830911869,-0.649454803684728,True
11,69,1004,-1097500.0,-297500.0,103.14249477575925,-0.6498627303961464,True
11,70,1005,-1092500.0,-297500.0,103.18740127553289,-0.6502688029271055,True
11,71,1006,-1087500.0,-297500.0,103.23230780828874,-0.6506730212771673,True
11,72,1007,-1082500.0,-297500.0,103.27721437387588,-0.6510753854456443,True
11,73,1008,-1077500.0,-297500.0,103.32212097214342,-0.6514758954326914,True
11,74,1009,-1072500.0,-297500.0,103.36702760294045,-0.6518745512374535,True
11,75,1010,-1067500.0,-297500.0,103.41193426611608,-0.6522713528596645,True
11,76,1011,-1062500.0,-297500.0,103.45684096151939,-0.6526663002991214,False
11,77,1012,-1057500.0,-297500.0,103.5017476889995,-0.6530593935549422,False
11,78,1013,-1052500.0,-297500.0,103.54665444840548,-0.6534506326273606,False
11,79,1014,-1047500.0,-297500.0,103.59156123958644,-0.6538400175151328,False
11,80,1015,-1042500.0,-297500.0,103.63646806239146,-0.6542275482188705,False
11,81,1016,-1037500.0,-297500.0,103.68137491666967,-0.6546132247372803,False
11,82,1017,-1032500.0,-297500.0,103.72628180227012,-0.6549970470701821,False
11,83,1018,-1027500.0,-297500.0,103.77118871904193,-0.6553790152177139,False
11,84,1019,-1022500.0,-297500.0,103.81609566683417,-0.6557591291788273,False
12,0,1020,-1442500.0,-292500.0,100.04456566367082,-0.5721384474210053,False
12,1,1021,-1437500.0,-292500.0,100.08946768291385,-0.5726724530971129,False
12,2,1022,-1432500.0,-292500.0,100.13436974554409,-0.5732046046352173,False
12,3,1023,-1427500.0,-292500.0,100.17927185141069,-0.5737349020344475,False
12,4,1024,-1422500.0,-292500.0,100.22417400036284,-0.5742633452944446,False
12,5,1025,-1417500.0,-292500.0,100.2690761922497,-0.5747899344149293,False
12,6,1026,-1412500.0,-292500.0,100.31397842692043,-0.5753146693953924,False
12,7,1027,-1407500.0,-292500.0,100.35888070422422,-0.5758375502351536,False
12,8,1028,-1402500.0,-292500.0,100.40378302401022,-0.5763585769343142,False
12,9,1029,-1397500.0,-292500.0,100.4486853861276,-0.5768777494919078,False
12,10,1030,-1392500.0,-292500.0,100.49358779042552,-0.5773950679075166,False
12,11,1031,-1387500.0,-292500.0,100.53849023675315,-0.5779105321810393,False
12,12,1032,-1382500.0,-292500.0,100.58339272495967,-0.5784241423117334,False
12,13,1033,-1377500.0,-292500.0,100.62829525489421,-0.5789358982994651,False
12,14,1034,-1372500.0,-292500.0,100.67319782640595,-0.5794458001430315,False
12,15,1035,-1367500.0,-292500.0,100.71810043934407,-0.579953847842793,False
12,16,1036,-1362500.0,-292500.0,100.76300309355769,-0.5804600413979826,False
12,17,1037,-1357500.0,-292500.0,100.80790578889601,-0.5809643808083826,False
12,18,1038,-1352500.0,-292500.0,100.85280852520815,-0.5814668660732139,False
12,19,1039,-1347500.0,-292500.0,100.8977113023433,-0.5819674971918368,False
12,20,1040,-1342500.0,-292500.0,100.9426141201506,-0.5824662741645124,False
